web-scraper-order;web-scraper-start-url;produit;marque;taille;prix
1736667595-1;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Elastique chanielle;ULYSSE;R DE 20702050 1Pièce;1.050 DT
1736667595-2;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes;SOFTY;15 pièces...;1.090 DT
1736667595-3;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OSSIDOR;60ML 40 Volumes;1.090 DT
1736667595-4;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OSSIDOR;60ML 20 Volumes;1.090 DT
1736667595-5;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OSSIDOR;60ML 30 Volumes;1.090 DT
1736667595-6;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;FAX;60GR Lemon fresh;1.150 DT
1736667595-7;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;FAX;60GR Spring flowers;1.150 DT
1736667595-8;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;FAX;60GR Summer romance;1.150 DT
1736667595-9;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;60ML 20V;1.190 DT
1736667595-10;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;60ML 30V;1.190 DT
1736667595-11;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;60ML 40V;1.190 DT
1736667595-12;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydant;AQUA LUX;70ML 20V Extra;1.390 DT
1736667595-13;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serre tête pour bébé;ULYSSE;MA 242650;1.390 DT
1736667595-14;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes;SOFTY;15 pièces...;1.410 DT
1736667595-15;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydant;AQUA LUX;70ML 30V Extra;1.450 DT
1736667595-16;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à teinture;VITABROSSE;Ref: 608;1.450 DT
1736667595-17;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydant;AQUA LUX;70ML 40V Extra;1.450 DT
1736667595-18;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;RAZAR;25ML;1.490 DT
1736667595-19;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.510 DT
1736667595-20;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dent;VITALDENT;;1.550 DT
1736667595-21;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Flexi clean;1.550 DT
1736667595-22;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Flexi clean medium;1.550 DT
1736667595-23;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.610 DT
1736667595-24;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.610 DT
1736667595-25;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.610 DT
1736667595-26;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.610 DT
1736667595-27;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;75GR;1.610 DT
1736667595-28;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents pour en...;VITA DENTS;R206;1.650 DT
1736667595-29;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dent;VITALDENT;;1.690 DT
1736667595-30;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;TOUS LES JOURS;100GR Aloe vera;1.690 DT
1736667595-31;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dent;VITALDENT;;1.690 DT
1736667595-32;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;TOUS LES JOURS;100GR Agrumes;1.690 DT
1736667595-33;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;TOUS LES JOURS;100GR Sucré;1.690 DT
1736667595-34;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes antibactérie...;LILAS;15 pièces;1.690 DT
1736667595-35;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;TOUS LES JOURS;100GR Lacté;1.690 DT
1736667595-36;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Peigne à coupe;VITABROSSE;;1.790 DT
1736667595-37;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Peigne à queue;SPLATSH CRISTAL;;1.820 DT
1736667595-38;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Medium Comfort clean;1.850 DT
1736667595-39;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Masque barrière lavable;;Pour enfant;1.850 DT
1736667595-40;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes antibactérie...;SOFTY;15Pièces;1.890 DT
1736667595-41;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;MOT DE PASSE;50ML Rose;1.890 DT
1736667595-42;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;MOT DE PASSE;50ML Rose;1.890 DT
1736667595-43;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;MOT DE PASSE;50ML Vert;1.890 DT
1736667595-44;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;MOT DE PASSE;50ML Vert;1.890 DT
1736667595-45;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Coton-tige;HYCOT;90 pièces;1.950 DT
1736667595-46;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OXIFORT PLUS;100ML 20 VOL;1.950 DT
1736667595-47;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OXIFORT PLUS;100ML 40 VOL;1.950 DT
1736667595-48;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème oxydante;OXIFORT PLUS;100ML 30 VOL;1.950 DT
1736667595-49;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;100GR Citron;1.980 DT
1736667595-50;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;100GR Olive;1.980 DT
1736667595-51;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;100GR Mûre sauvage;1.980 DT
1736667595-52;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;OLISS;100GR Sensitive;1.980 DT
1736667595-53;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;120ML 30V;1.990 DT
1736667595-54;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Coton;HYCOT;50GR;1.990 DT
1736667595-55;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;120ML 40V;1.990 DT
1736667595-56;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;MISWAK;50 GR + 25GR GRATUIT;1.990 DT
1736667595-57;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;RENEE BLANCHE;120ML 20V;1.990 DT
1736667595-58;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Souple Effective clean;2.000 DT
1736667595-59;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Medium Effective clean;2.000 DT
1736667595-60;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes antibactérie...;ANTIBACT;15Pièces;2.000 DT
1736667595-61;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Silk blossom;2.050 DT
1736667595-62;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Summer breeze;2.050 DT
1736667595-63;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Spring love;2.050 DT
1736667595-64;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;COLGATE;Double action;2.050 DT
1736667595-65;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Delicate touch;2.050 DT
1736667595-66;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Pure romance;2.050 DT
1736667595-67;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;80GR Moonlight;2.050 DT
1736667595-68;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;COLGATE;Charcoal Medium Double...;2.100 DT
1736667595-69;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;LUX;75GR Creamy perfection;1.990 DT
1736667595-70;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;LUX;75G Sweet embrace;1.990 DT
1736667595-71;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;LUX;75G Soft-touch;1.990 DT
1736667595-72;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;LUX;75GR Velvet touch;1.990 DT
1736667595-73;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;MISWAK;40GR +20GR GRATUIT;2.150 DT
1736667595-74;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;SPLATSH CRISTAL;Souple;2.190 DT
1736667595-75;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Vaseline;SOINS ECLAT;50ML;2.190 DT
1736667595-76;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Flexible - Souple;2.290 DT
1736667595-77;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Flexible Dure;2.290 DT
1736667595-78;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à teinture;AZAL;Ref: BC 1/1;2.290 DT
1736667595-79;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;DOUCE;25GR;2.350 DT
1736667595-80;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Décolorant;AQUA LUX;20GR Extra;2.350 DT
1736667595-81;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;AQUA BARBE;60GR Glycerine;2.390 DT
1736667595-82;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Coton-tige;CLEANIC;100 pièces;2.390 DT
1736667595-83;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;NIHEL;110GR Transparent;2.190 DT
1736667595-84;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;AQUA BARBE;60ML Glycerine-Menthole;2.390 DT
1736667595-85;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serre tête simple;ULYSSE;RXMA 24017;2.390 DT
1736667595-86;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Elastiques pour enfant;ULYSSE;2Pièces RDE 207050;2.390 DT
1736667595-87;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Poudre mèche;PLATINE OR;;2.420 DT
1736667595-88;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;RAZAR;65ML Menthole;2.450 DT
1736667595-89;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;RAZAR;65ML Oud;2.450 DT
1736667595-90;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;RAZAR;65ML;2.450 DT
1736667595-91;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Peigne à queue;AZAL;Ref: T5 CB 1/5;2.490 DT
1736667595-92;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;COLGATE;Classic - Deep clean -...;2.490 DT
1736667595-93;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents enfant;VITALDENT;;2.550 DT
1736667595-94;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;SIGNAL;50ML;2.590 DT
1736667595-95;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes démaquillantes;LILAS;20 pièces Sans lid;2.600 DT
1736667595-96;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon antibactérien;ANTIBACT;85GR;2.690 DT
1736667595-97;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Après shampooing;ROJANET;200ML Beurre de...;2.690 DT
1736667595-98;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Après shampooing;ROJANET;200ML Huile...;2.690 DT
1736667595-99;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;ARKO MEN;65GR Sensitive;2.750 DT
1736667595-100;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Shampooing;ROJANET;200ML Pomme-Thé vert;2.750 DT
1736667595-101;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygiéniques;NANA;10 pièces;2.750 DT
1736667595-102;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;OKE;150ML...;2.750 DT
1736667595-103;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Bandeau+Serre tête;ULYSSE;R 21001-240065-340001;2.750 DT
1736667595-104;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;OKE;150ML...;2.750 DT
1736667595-105;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Shampooing;ROJANET;200ML Bambou orchidée;2.750 DT
1736667595-106;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;ARKO MEN;65GR Confort;2.750 DT
1736667595-107;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Shampooing;ROJANET;200ML Aloe vera-Karité;2.750 DT
1736667595-108;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;OKE;150ML...;2.750 DT
1736667595-109;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;ARKO MEN;65GR Cool;2.750 DT
1736667595-110;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Shampooing;ROJANET;200ML Beurre de...;2.750 DT
1736667595-111;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;OKE;150ML...;2.750 DT
1736667595-112;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DETTOL;85GR Cool;2.770 DT
1736667595-113;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DETTOL;85GR Original;2.770 DT
1736667595-114;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DETTOL;85GR Skin care;2.770 DT
1736667595-115;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DETTOL;85GR Reenergize;2.770 DT
1736667595-116;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;FREE STYLE;150ML Fixation mega hold;2.790 DT
1736667595-117;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Disques démaquillantes;SETABLU;60 Pièces Pure coton;2.790 DT
1736667595-118;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;FREE STYLE;150ML Fixation strong;2.790 DT
1736667595-119;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Pinces pour bébé;ULYSSE;2Pièces Fleuris;2.790 DT
1736667595-120;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygiéniques;NANA;8 pièces;2.790 DT
1736667595-121;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;FREE STYLE;150ML Fixation hold;2.790 DT
1736667595-122;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Coton tiges;SEPTONA;100 Pièces;2.790 DT
1736667595-123;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;DOUCEUR;85GR;2.790 DT
1736667595-124;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Boolies carrées rayées;ULYSSE;RDE207034;2.790 DT
1736667595-125;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygiéniques;NANA;8 pièces;2.790 DT
1736667595-126;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents enfant;VITALDENT;Junior;2.800 DT
1736667595-127;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;ORAL-B;1.2.3 - Medium;2.820 DT
1736667595-128;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Désinféctant pour enfant;MAGIQUE;100ML Lola;2.840 DT
1736667595-129;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Désinféctant pour enfant;MAGIQUE;100ML Ben 10;2.840 DT
1736667595-130;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on pour femme;ROJANET;50ML Gourmande;2.850 DT
1736667595-131;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on pour femme;ROJANET;50ML Energissante;2.850 DT
1736667595-132;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on pour femme;ROJANET;50ML Tonifiante;2.850 DT
1736667595-133;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on homme;ROJANET;50ML Extrême;2.850 DT
1736667595-134;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on homme;ROJANET;50ML Optimale;2.850 DT
1736667595-135;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Roll-on pour femme;ROJANET;50ML Exquise;2.850 DT
1736667595-136;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette homme;BRUT;120GR Sensitif;2.860 DT
1736667595-137;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette homme;BRUT;120GR Marine;2.860 DT
1736667595-138;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette homme;BRUT;120GR Class;2.860 DT
1736667595-139;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;NIHEL;75ML Menthe;2.860 DT
1736667595-140;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette homme;BRUT;120GR Relax;2.860 DT
1736667595-141;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème à raser;NIHEL;75ML Fresh;2.860 DT
1736667595-142;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;AQUA LUX;150GR Extra gel...;2.890 DT
1736667595-143;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;SHE;120GR Is love;2.890 DT
1736667595-144;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel désinfectant;ASEPTIKA;50ML Fraise;2.890 DT
1736667595-145;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;SHE;120GR Is sweet;2.890 DT
1736667595-146;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;SPLATSH CRISTAL;Cool dure;2.890 DT
1736667595-147;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;AQUA LUX;150GR Extra gel...;2.890 DT
1736667595-148;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;SHE;120GR Is cool;2.890 DT
1736667595-149;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;SHE;120GR Is sexy;2.890 DT
1736667595-150;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel désinfectant;ASEPTIKA;50ML Vanille;2.890 DT
1736667595-151;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;SHE;120GR Is fun;2.890 DT
1736667595-152;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Lingettes démaquillantes;SOFTY;20Pièces;2.900 DT
1736667595-153;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon liquide;TOUS LES JOURS;350ML Milk honey;2.990 DT
1736667595-154;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Blancheur - Medium;2.990 DT
1736667595-155;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Peigne homme;TITANIA;Ref: 1810-8M 12.5CM;2.990 DT
1736667595-156;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon liquide;TOUS LES JOURS;350ML Oud;2.990 DT
1736667595-157;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Blancheur - Dure;2.990 DT
1736667595-158;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon liquide;TOUS LES JOURS;350ML Verveine;2.990 DT
1736667595-159;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;KERATIN POWER;150ML 40V;2.990 DT
1736667595-160;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon liquide;TOUS LES JOURS;350ML White musk;2.990 DT
1736667595-161;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;KERATIN POWER;150ML 30V;2.990 DT
1736667595-162;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;SPLATSH CRISTAL;Dure;2.990 DT
1736667595-163;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Oxydant;KERATIN POWER;150ML 20V;2.990 DT
1736667595-164;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon liquide;TOUS LES JOURS;350ML Citrus;2.990 DT
1736667595-165;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;VITALDENT;Blancheur souple;2.990 DT
1736667595-166;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Coton-tige;HYCOT;150 pièces;2.390 DT
1736667595-167;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;150GR Olive oil;3.090 DT
1736667595-168;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Baume à lèvres;ADORA;4GR Rose;3.090 DT
1736667595-169;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème corps vaseline;ROSALINE;100ML Jasmin;3.090 DT
1736667595-170;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème corps vaseline;ROSALINE;100ML Rose;3.090 DT
1736667595-171;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;ORAL-B;Medium Classic;3.090 DT
1736667595-172;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème corps vaseline;ROSALINE;100ML Pure jelly;3.090 DT
1736667595-173;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Baume à lèvres;ADORA;4GR Bleu;3.090 DT
1736667595-174;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème cheveux sans rin...;NIHEL;140ML Citron-Thé vert...;3.150 DT
1736667595-175;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Brosse à dents;COLGATE;Clean - Medium;3.150 DT
1736667595-176;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème cheveux sans rin...;NIHEL;140ML Mangue-Fleur...;3.150 DT
1736667595-177;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème cheveux sans rin...;NIHEL;140ML Argan-Vanille;3.150 DT
1736667595-178;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;120GR Delicate touch;3.150 DT
1736667595-179;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;120GR Moonlight;3.150 DT
1736667595-180;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;120GR Pure romance;3.150 DT
1736667595-181;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;LILAS;75ML Pomme Extrême...;3.170 DT
1736667595-182;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;LILAS;75ML Herbal Extrême...;3.170 DT
1736667595-183;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;LILAS;75ML Menthe Extrême...;3.170 DT
1736667595-184;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;LILAS;75ML Miswak Extrême...;3.170 DT
1736667595-185;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;LILAS;75ML Charbon/Menthe...;3.170 DT
1736667595-186;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygièniques;AWANE;7 Pièces Mince Confort...;2.990 DT
1736667595-187;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygiéniques;LILAS;9 pièces;3.190 DT
1736667595-188;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Gel coiffant;NOVA;150GR Sans alcool;3.190 DT
1736667595-189;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Serviettes hygiéniques;LILAS;8 pièces;3.190 DT
1736667595-190;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;COLGATE;75GR Miswak;3.200 DT
1736667595-191;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;COLGATE;75ML;3.200 DT
1736667595-192;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;DEO;30GR;3.200 DT
1736667595-193;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Dentifrice;COLGATE;75ML;3.200 DT
1736667595-194;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;150GR Honey;3.250 DT
1736667595-195;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;GLYCERINE;30ML;3.250 DT
1736667595-196;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;150GR Milk;3.250 DT
1736667595-197;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Sucre à épiler;ZINA;200GR;3.250 DT
1736667595-198;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;150GR Cucumber;3.250 DT
1736667595-199;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Savon de toilette;DURU;150GR Almond;3.250 DT
1736667595-200;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Crème déodorante;GOLDEN SCENT;35ML Aux vertus de la...;3.290 DT
1736667595-201;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Sucre à épiler;ZINA;200GR;3.290 DT
1736667595-202;https://www.geantdrive.tn/tunis-city/210-hygiene-et-beaute;Cures dents;FACKELMANN;190 pièces;3.290 DT
